No.1,肖申克的救赎,9.7,2882225,美国,"剧情,犯罪","1994-09-10(多伦多电影节),1994-10-14(美国)",142分钟,https://movie.douban.com/subject/1292052/
No.125,寄生虫,8.8,1361583,韩国,剧情,"2019-05-21(戛纳电影节),2019-05-30(韩国)",132分钟,https://movie.douban.com/subject/27010768/
No.126,时空恋旅人,8.8,664739,英国,"喜剧,爱情,奇幻",2013-09-04(英国),123分钟,https://movie.douban.com/subject/10577869/
No.127,侧耳倾听,8.9,460012,日本,"剧情,爱情,动画",1995-07-15(日本),111分钟,https://movie.douban.com/subject/1297052/
No.128,小森林,9.0,377825,日本,剧情,2015-02-14(日本),120分钟,https://movie.douban.com/subject/25814707/
No.129,幸福终点站,8.8,566335,美国,"剧情,喜剧,爱情","2005-01-14(中国大陆),2004-06-18(美国)",128分钟,https://movie.douban.com/subject/1292274/
No.130,驯龙高手,8.8,751691,美国,"动画,奇幻,冒险","2010-05-14(中国大陆),2010-03-18(俄罗斯),2010-03-26(美国)",98分钟,https://movie.douban.com/subject/2353023/
No.131,一个叫欧维的男人决定去死,8.9,478216,瑞典,剧情,2015-12-25(瑞典),116分钟,https://movie.douban.com/subject/26628357/
No.132,教父3,9.0,371808,美国,"剧情,犯罪",1990-12-25(美国),162分钟,https://movie.douban.com/subject/1294240/
No.133,未麻的部屋,9.1,329943,日本,"动画,惊悚,奇幻","1997-08-05(加拿大奇幻电影节),1998-02-28(日本)",81 分钟,https://movie.douban.com/subject/1395091/
No.134,萤火之森,8.9,535426,日本,"剧情,爱情,动画,奇幻",2011-09-17(日本),45分钟,https://movie.douban.com/subject/5989818/
No.135,怪兽电力公司,8.8,665258,美国,"喜剧,动画,儿童,奇幻,冒险","2001-11-02(美国),2012-12-19(美国)",92分钟,https://movie.douban.com/subject/1291579/
No.136,哈利·波特与火焰杯,8.8,653981,"英国,美国","悬疑,奇幻,冒险","2005-11-18(中国大陆),2005-11-06(英国)",157 分钟,https://movie.douban.com/subject/1309055/
No.137,傲慢与偏见,8.7,794985,"法国,英国,美国","剧情,爱情",2005-09-16(英国),129 分钟,https://movie.douban.com/subject/1418200/
No.138,玩具总动员3,8.9,511705,美国,"喜剧,动画,奇幻,冒险","2010-06-16(中国大陆),2010-06-18(美国)",103分钟,https://movie.douban.com/subject/1858711/
No.139,新世界,8.9,430997,韩国,"剧情,犯罪",2013-02-21(韩国),134分钟,https://movie.douban.com/subject/10437779/
No.140,釜山行,8.6,1191852,韩国,"动作,惊悚,灾难","2016-05-13(戛纳电影节),2016-07-20(韩国)",118分钟,https://movie.douban.com/subject/25986180/
No.141,神偷奶爸,8.7,942562,"美国,法国","喜剧,动画,冒险","2010-06-20(莫斯科电影节),2010-07-09(美国)",95分钟,https://movie.douban.com/subject/3287562/
No.142,被解救的姜戈,8.8,605157,美国,"剧情,动作,西部,冒险","2013-05-12(中国大陆),2012-12-25(美国)",163分钟(中国大陆),https://movie.douban.com/subject/6307447/
No.143,玛丽和马克思,9.0,420344,"澳大利亚,美国","剧情,喜剧,动画","2009-01-15(圣丹斯电影节),2009-04-09(澳大利亚)",92分钟,https://movie.douban.com/subject/3072124/
No.144,告白,8.8,668687,日本,"剧情,悬疑",2010-06-05(日本),106分钟,https://movie.douban.com/subject/4268598/
No.145,大鱼,8.8,565837,美国,"剧情,家庭,奇幻,冒险","2003-12-04(纽约首映),2004-01-09(美国)",125 分钟,https://movie.douban.com/subject/1291545/
No.146,哪吒闹海,9.2,257665,中国大陆,"动画,奇幻,冒险",1979-05-19(中国大陆),65分钟,https://movie.douban.com/subject/1307315/
No.147,射雕英雄传之东成西就,8.7,633241,中国香港,"喜剧,奇幻,武侠,古装",1993-02-05(中国香港),113分钟(香港),https://movie.douban.com/subject/1316510/
No.148,茶馆,9.6,143288,中国大陆,"剧情,历史",1982(中国大陆),118分钟,https://movie.douban.com/subject/1461403/
No.149,喜宴,9.0,359630,"中国台湾,美国","剧情,喜剧,爱情,同性,家庭","1993-02(柏林电影节),1993-08-04(美国)",108分钟,https://movie.douban.com/subject/1303037/
No.150,头号玩家,8.7,1360770,美国,"动作,科幻,冒险","2018-03-30(中国大陆),2018-03-11(西南偏南电影节),2018-03-29(美国)",140分钟,https://movie.douban.com/subject/4920389/
No.151,模仿游戏,8.8,642494,"英国,美国","剧情,同性,传记,战争","2015-07-21(中国大陆),2014-08-29(特柳赖德电影节),2014-11-14(英国),2014-12-25(美国)",114分钟,https://movie.douban.com/subject/10463953/
No.152,九品芝麻官,8.7,673835,"中国香港,中国大陆","剧情,喜剧,古装",1994-03-31(中国香港),108分钟,https://movie.douban.com/subject/1297518/
No.153,阳光姐妹淘,8.8,588243,韩国,"剧情,喜剧",2011-05-04(韩国),124分钟,https://movie.douban.com/subject/4917726/
No.154,我是山姆,9.0,336129,美国,"剧情,家庭",2001-12-03(美国),132 分钟,https://movie.douban.com/subject/1306861/
No.155,色，戒,8.7,801171,"中国台湾,中国大陆,美国,中国香港","剧情,爱情,情色","2007-11-01(中国大陆),2007-09-24(中国台湾),2007-09-26(中国香港),2007-08-30(威尼斯电影节),2007-10-26(美国)",158分钟,https://movie.douban.com/subject/1828115/
No.156,花样年华,8.7,602886,中国香港,"剧情,爱情","2000-09-29(中国香港),2000-05-20(戛纳电影节)",98分钟,https://movie.douban.com/subject/1291557/
No.157,血战钢锯岭,8.7,779180,"澳大利亚,美国","剧情,传记,历史,战争","2016-12-08(中国大陆),2016-09-04(威尼斯电影节),2016-11-04(美国)",139分钟(中国大陆),https://movie.douban.com/subject/26325320/
No.158,恐怖直播,8.7,648253,韩国,"剧情,悬疑,犯罪",2013-07-31(韩国),97分钟,https://movie.douban.com/subject/21360417/
No.159,七武士,9.3,196755,日本,"剧情,动作,冒险",1954-04-26(日本),207分钟,https://movie.douban.com/subject/1295399/
No.160,头脑特工队,8.8,607593,美国,"喜剧,动画,冒险","2015-10-06(中国大陆),2015-06-19(美国)",95分钟,https://movie.douban.com/subject/10533913/
No.161,惊魂记,9.0,291364,美国,"悬疑,惊悚,恐怖","1960-06-16(纽约首映),1960-09-08(美国)",109分钟,https://movie.douban.com/subject/1293181/
No.162,黑客帝国3：矩阵革命,8.8,444623,美国,"动作,科幻",2003-11-05(美国/中国大陆),129 分钟,https://movie.douban.com/subject/1302467/
No.163,你的名字。,8.5,1399327,日本,"剧情,爱情,动画","2016-12-02(中国大陆),2016-08-26(日本)",106分钟,https://movie.douban.com/subject/26683290/
No.164,电锯惊魂,8.8,529200,美国,"悬疑,惊悚,恐怖","2004-01-19(圣丹斯电影节),2004-10-29(美国)",103分钟,https://movie.douban.com/subject/1417598/
No.165,三块广告牌,8.7,816043,"英国,美国","剧情,犯罪","2018-03-02(中国大陆),2017-09-04(威尼斯电影节),2017-12-01(美国)",115分钟,https://movie.douban.com/subject/26611804/
No.166,达拉斯买家俱乐部,8.8,450140,美国,"剧情,同性,传记","2013-09-07(多伦多电影节),2013-11-22(美国)",117分钟,https://movie.douban.com/subject/1793929/
No.167,疯狂原始人,8.7,833987,美国,"喜剧,动画,冒险","2013-04-20(中国大陆),2013-02-15(柏林电影节),2013-03-22(美国)",98分钟,https://movie.douban.com/subject/1907966/
No.168,心迷宫,8.7,517682,中国大陆,"剧情,悬疑,犯罪","2015-10-16(中国大陆),2014-07-21(FIRST青年影展),2014-08-28(威尼斯电影节)",110分钟(中国大陆),https://movie.douban.com/subject/25917973/
No.169,谍影重重3,8.8,415596,"美国,德国,法国,英国","动作,悬疑,惊悚","2007-11-15(中国大陆),2007-08-03(美国)",115分钟,https://movie.douban.com/subject/1578507/
No.170,上帝之城,9.0,300203,"巴西,法国","剧情,犯罪","2002-05-18(戛纳电影节),2002-08-30(巴西)",130分钟,https://movie.douban.com/subject/1292208/
No.171,英雄本色,8.6,537708,中国香港,"剧情,动作,犯罪","2017-11-17(中国大陆),1986-08-02(中国香港)",95分钟,https://movie.douban.com/subject/1297574/
No.172,卢旺达饭店,8.9,328053,"英国,南非,意大利,美国","剧情,传记,历史,战争","2004-09-11(多伦多电影节),2005-03-04(英国)",121分钟,https://movie.douban.com/subject/1291822/
No.173,纵横四海,8.8,423193,中国香港,"剧情,喜剧,动作,犯罪",1991-02-02(中国香港),108分钟,https://movie.douban.com/subject/1295409/
No.174,风之谷,8.9,352931,日本,"动画,奇幻,冒险","1992-05(中国大陆),1984-03-11(日本)",117分钟,https://movie.douban.com/subject/1291585/
No.175,海街日记,8.8,445875,日本,"剧情,家庭","2015-05-14(戛纳电影节),2015-06-13(日本)",127分钟,https://movie.douban.com/subject/25895901/
No.176,爱在午夜降临前,8.9,399431,"美国,希腊","剧情,爱情",2013-06-14(美国),109分钟,https://movie.douban.com/subject/10808442/
No.177,绿里奇迹,8.9,327291,美国,"剧情,悬疑,犯罪,奇幻",1999-12-10(美国),189 分钟,https://movie.douban.com/subject/1300374/
No.178,记忆碎片,8.7,596987,美国,"剧情,悬疑,惊悚,犯罪","2000-09-05(威尼斯电影节),2000-10-20(英国),2001-05-25(美国)",113分钟,https://movie.douban.com/subject/1304447/
No.179,岁月神偷,8.7,572370,"中国香港,中国大陆","剧情,家庭","2010-04-16(中国大陆),2010-03-11(中国香港),2010-02-14(柏林电影节)",117分钟,https://movie.douban.com/subject/3792799/
No.180,忠犬八公物语,9.2,195001,日本,剧情,"2023(中国大陆),1987-08-01(日本)",107 分钟,https://movie.douban.com/subject/1959195/
No.181,疯狂的石头,8.6,815971,"中国大陆,中国香港","喜剧,犯罪","2006-06-30(中国大陆),2006-08-10(中国香港)",106分钟(香港),https://movie.douban.com/subject/1862151/
No.182,荒蛮故事,8.8,441435,"阿根廷,西班牙","剧情,喜剧,犯罪","2014-05-17(戛纳电影节),2014-08-21(阿根廷)",122分钟,https://movie.douban.com/subject/24750126/
No.183,雨中曲,9.1,223627,美国,"喜剧,爱情,歌舞",1952-04-11(美国),103分钟,https://movie.douban.com/subject/1293460/
No.184,小丑,8.7,999231,"美国,加拿大","剧情,惊悚,犯罪","2019-08-31(威尼斯电影节),2019-10-04(美国)",122分钟,https://movie.douban.com/subject/27119724/
No.185,背靠背，脸对脸,9.5,131860,"中国大陆,中国香港",剧情,1994-09-10(多伦多电影节),148分钟,https://movie.douban.com/subject/1307856/
No.186,2001太空漫游,8.9,325367,"英国,美国","科幻,惊悚,冒险","1968-04-02(华盛顿首映),1968-05-12(英国)",149分钟,https://movie.douban.com/subject/1292226/
No.187,小偷家族,8.7,808789,日本,"剧情,家庭,犯罪","2018-08-03(中国大陆),2018-05-13(戛纳电影节),2018-06-08(日本)",117分钟(中国大陆),https://movie.douban.com/subject/27622447/
No.188,爆裂鼓手,8.7,584396,美国,"剧情,音乐","2014-01-16(圣丹斯电影节),2014-10-10(美国)",107分钟,https://movie.douban.com/subject/25773932/
No.189,无敌破坏王,8.7,533655,美国,"喜剧,动画,奇幻,冒险","2012-11-06(中国大陆),2012-11-02(美国)",101分钟,https://movie.douban.com/subject/6534248/
No.190,无间道2,8.7,474862,中国香港,"剧情,惊悚,犯罪","2003-10-17(中国大陆),2003-10-01(中国香港)",119分钟,https://movie.douban.com/subject/1307106/
No.191,心灵奇旅,8.7,972954,美国,"动画,音乐,奇幻","2020-12-25(中国大陆/美国网络),2020-10-11(伦敦电影节)",101分钟,https://movie.douban.com/subject/24733428/
No.192,贫民窟的百万富翁,8.6,741418,英国,"剧情,爱情","2009-03-26(中国大陆),2008-08-30(特柳赖德电影节),2009-01-09(英国)",120分钟,https://movie.douban.com/subject/2209573/
No.193,冰川时代,8.6,608794,美国,"喜剧,动画,冒险",2002-03-15(美国),81分钟,https://movie.douban.com/subject/1291578/
No.194,恐怖游轮,8.5,856151,"英国,澳大利亚","剧情,悬疑,惊悚",2009-10-16(英国),99 分钟,https://movie.douban.com/subject/3011051/
No.195,东邪西毒,8.6,573840,"中国香港,中国台湾","剧情,动作,爱情,武侠,古装","1994-09-17(中国大陆),1994-09-12(威尼斯电影节)",95分钟,https://movie.douban.com/subject/1292328/
No.196,牯岭街少年杀人事件,8.9,297642,中国台湾,"剧情,犯罪",1991-07-27(中国台湾),237分钟(导演剪辑版),https://movie.douban.com/subject/1292329/
No.197,魔女宅急便,8.7,456979,日本,"动画,奇幻,冒险",1989-07-29(日本),103分钟,https://movie.douban.com/subject/1307811/
No.198,遗愿清单,8.7,457504,美国,"剧情,喜剧,冒险","2007-12-25(多伦多电影节),2008-01-11(美国)",97 分钟,https://movie.douban.com/subject/1867345/
No.199,东京教父,9.0,227854,日本,"剧情,喜剧,动画",2003-11-08(日本),92分钟,https://movie.douban.com/subject/1310177/
No.200,你看起来好像很好吃,8.9,331243,日本,"剧情,动画,儿童",2010-10-16(日本),90分钟,https://movie.douban.com/subject/4848115/
No.201,真爱至上,8.6,728440,"英国,美国,法国","剧情,喜剧,爱情","2003-09-07(多伦多电影节),2003-11-06(美国),2003-11-21(英国)",135分钟,https://movie.douban.com/subject/1292401/
No.202,大佛普拉斯,8.7,453631,中国台湾,"剧情,喜剧","2017-10-13(中国台湾),2017-06-29(台北电影节)",102分钟,https://movie.douban.com/subject/27059130/
No.203,黑天鹅,8.6,775589,美国,"剧情,惊悚","2010-09-01(威尼斯电影节),2010-12-17(美国)",108分钟,https://movie.douban.com/subject/1978709/
No.204,可可西里,8.9,301506,"中国大陆,中国香港","剧情,犯罪","2004-10-01(中国大陆),2005-04-21(中国香港)",85分钟(中国大陆),https://movie.douban.com/subject/1308857/
No.205,城市之光,9.3,145144,美国,"剧情,喜剧,爱情","1931-01-30(洛杉矶首映),1931-03-07(美国)",87 分钟,https://movie.douban.com/subject/1293908/
No.206,源代码,8.5,830001,"美国,加拿大","科幻,悬疑,惊悚","2011-08-30(中国大陆),2011-03-11(西南偏南电影节),2011-04-01(美国)",93分钟,https://movie.douban.com/subject/3075287/
No.207,雨人,8.7,401560,美国,剧情,1988-12-16(美国),133分钟,https://movie.douban.com/subject/1291870/
No.208,海边的曼彻斯特,8.6,533518,美国,"剧情,家庭","2017-08-25(中国大陆),2016-01-23(圣丹斯电影节),2016-11-18(美国)",137分钟,https://movie.douban.com/subject/25980443/
No.209,恋恋笔记本,8.5,666298,美国,"剧情,爱情",2004-06-25(美国),123分钟,https://movie.douban.com/subject/1309163/
No.210,初恋这件小事,8.5,976432,泰国,"剧情,喜剧,爱情","2012-06-05(中国大陆),2010-08-12(泰国)",118分钟(泰国),https://movie.douban.com/subject/4739952/
No.211,波西米亚狂想曲,8.6,599858,"英国,美国","剧情,同性,音乐,传记","2019-03-22(中国大陆),2018-11-02(美国)",135分钟,https://movie.douban.com/subject/5300054/
No.212,人工智能,8.7,442852,"美国,英国","剧情,科幻",2001-06-29(美国),146分钟,https://movie.douban.com/subject/1302827/
No.213,青蛇,8.6,523343,"中国香港,中国大陆","剧情,爱情,奇幻,古装",1993-11-04(中国香港),99分钟,https://movie.douban.com/subject/1303394/
No.214,虎口脱险,8.9,255209,"法国,英国","喜剧,战争",1966-12-08(法国),132分钟,https://movie.douban.com/subject/1296909/
No.215,终结者2：审判日,8.8,339873,"美国,法国","动作,科幻","1991-07-03(美国),2017-02-17(柏林电影节 3D)",137分钟,https://movie.douban.com/subject/1291844/
No.216,疯狂的麦克斯4：狂暴之路,8.7,526941,"澳大利亚,美国","动作,科幻,冒险","2015-05-14(澳大利亚),2015-05-15(美国)",120分钟,https://movie.douban.com/subject/3592854/
No.217,罗生门,8.8,312468,日本,"剧情,悬疑,犯罪",1950-08-26(日本),88分钟,https://movie.douban.com/subject/1291879/
No.218,萤火虫之墓,8.7,403210,日本,"剧情,动画,战争",1988-04-16(日本),89 分钟,https://movie.douban.com/subject/1293318/
No.219,新龙门客栈,8.7,441635,"中国香港,中国大陆","动作,爱情,武侠,古装","2012-02-24(中国大陆),1992-08-27(中国香港)",88分钟,https://movie.douban.com/subject/1292287/
No.220,千钧一发,8.8,296429,美国,"剧情,科幻,惊悚",1997-10-24(美国),106分钟,https://movie.douban.com/subject/1300117/
No.221,末路狂花,8.9,252327,"美国,英国,法国","剧情,惊悚,犯罪","1991-05-24(美国),1991-05-29(法国)",130 分钟,https://movie.douban.com/subject/1291992/
No.222,崖上的波妞,8.6,493078,日本,"动画,奇幻,冒险","2020-12-31(中国大陆),2008-07-19(日本)",101分钟,https://movie.douban.com/subject/1959877/
No.223,无耻混蛋,8.6,474034,"德国,美国","剧情,犯罪","2009-05-20(戛纳电影节),2009-08-20(德国)",153分钟,https://movie.douban.com/subject/1438652/
No.224,奇迹男孩,8.6,548618,"美国,中国香港","剧情,家庭,儿童","2018-01-19(中国大陆),2017-11-17(美国)",113分钟,https://movie.douban.com/subject/26787574/
No.225,彗星来的那一夜,8.6,574925,"美国,英国","科幻,悬疑,惊悚","2013-09-19(奇幻电影节),2014-08-06(美国)",89分钟,https://movie.douban.com/subject/25807345/
No.226,二十二,8.7,290107,中国大陆,纪录片,"2017-08-14(中国大陆),2015-10-05(釜山电影节),2016-06-25(莫斯科电影节)",99分钟(公映版),https://movie.douban.com/subject/26430107/
No.227,花束般的恋爱,8.6,613885,日本,"剧情,爱情","2022-02-22(中国大陆),2021-01-29(日本)",124分钟,https://movie.douban.com/subject/34874432/
No.228,黑客帝国2：重装上阵,8.7,404031,美国,"动作,科幻","2003-07-18(中国大陆),2003-05-07(韦斯特伍德首映),2003-05-15(美国)",138分钟,https://movie.douban.com/subject/1304141/
No.229,爱乐之城,8.4,888631,美国,"剧情,爱情,歌舞","2017-02-14(中国大陆),2016-08-31(威尼斯电影节),2016-12-25(美国)",128分钟,https://movie.douban.com/subject/25934014/
No.230,血钻,8.7,377671,"美国,德国,英国","剧情,惊悚,冒险",2006-12-08(美国),143 分钟,https://movie.douban.com/subject/1428175/
No.231,芙蓉镇,9.3,136042,中国大陆,"剧情,爱情",1987-03-05(中国大陆上海首映),164 分钟,https://movie.douban.com/subject/1297880/
No.232,战争之王,8.7,366472,"法国,德国,美国","剧情,犯罪",2005-09-16(美国),122 分钟,https://movie.douban.com/subject/1419936/
No.233,房间,8.8,366285,"爱尔兰,加拿大,英国,美国","剧情,家庭","2015-09-04(特柳赖德电影节),2015-10-23(多伦多),2016-01-15(爱尔兰/英国),2016-01-22(美国)",118分钟,https://movie.douban.com/subject/25724855/
No.234,步履不停,8.8,277989,日本,"剧情,家庭",2008-06-28(日本),115分钟,https://movie.douban.com/subject/2222996/
No.235,魂断蓝桥,8.8,276855,美国,"剧情,爱情,战争",1940-05-17(美国),108分钟,https://movie.douban.com/subject/1293964/
No.236,哈利·波特与死亡圣器(上),8.5,568663,"英国,美国","奇幻,冒险",2010-11-19(中国大陆/英国),146分钟,https://movie.douban.com/subject/2051007/
No.237,火星救援,8.5,721177,"英国,美国,匈牙利,约旦","剧情,科幻,冒险","2015-11-25(中国大陆),2015-10-02(美国)",142分钟,https://movie.douban.com/subject/25864085/
No.238,千年女优,8.8,264808,日本,"剧情,爱情,动画","2001-07-28(加拿大奇幻电影节),2002-09-14(日本)",87 分钟,https://movie.douban.com/subject/1307394/
No.239,谍影重重2,8.7,349956,"美国,德国","动作,悬疑,惊悚","2004-11-14(中国大陆),2004-07-15(洛杉矶首映),2004-07-23(美国)",108分钟,https://movie.douban.com/subject/1308767/
No.240,弱点,8.7,305545,美国,"剧情,家庭,传记,运动",2009-11-20(美国),129分钟,https://movie.douban.com/subject/3552028/
No.241,阿飞正传,8.5,507891,中国香港,"剧情,爱情,犯罪","2018-06-25(中国大陆),1990-12-15(中国香港)",94分钟,https://movie.douban.com/subject/1305690/
No.242,谍影重重,8.6,423035,"美国,德国,捷克","动作,悬疑,惊悚","2002-11-21(中国大陆),2002-06-14(美国)",119分钟,https://movie.douban.com/subject/1304102/
No.243,燃情岁月,8.8,285215,美国,"剧情,爱情,战争,西部",1994-12-16(美国),133分钟,https://movie.douban.com/subject/1295865/
No.244,白日梦想家,8.6,470731,"美国,英国","剧情,喜剧,冒险",2013-12-25(美国),114分钟,https://movie.douban.com/subject/2133323/
No.245,朗读者,8.6,451154,"美国,德国","剧情,爱情","2008-12-10(纽约首映),2009-01-30(美国),2009-02-26(德国)",124 分钟,https://movie.douban.com/subject/2213597/
No.246,再次出发之纽约遇见你,8.6,424537,美国,"喜剧,爱情,音乐","2015-06-26(中国大陆),2013-09-07(多伦多电影节),2014-07-11(美国)",104分钟,https://movie.douban.com/subject/6874403/
No.247,哈利·波特与凤凰社,8.5,561672,"英国,美国","奇幻,冒险","2007-08-10(中国大陆),2007-07-11(美国)",138分钟,https://movie.douban.com/subject/1457217/
No.248,蜘蛛侠：平行宇宙,8.6,651711,美国,"动作,科幻,动画,冒险","2018-12-21(中国大陆),2018-12-14(美国)",116分钟(中国大陆),https://movie.douban.com/subject/26374197/
No.249,香水,8.5,541517,"德国,法国,西班牙,美国,比利时","剧情,犯罪,奇幻","2006-09-07(德国),2006-09-14(法国),2006-11-24(西班牙),2007-01-05(美国)",147分钟,https://movie.douban.com/subject/1760622/
No.250,穿越时空的少女,8.6,379649,日本,"剧情,爱情,科幻,动画",2006-07-15(日本),98分钟,https://movie.douban.com/subject/1937946/
No.1,肖申克的救赎,9.7,2883129,美国,"剧情,犯罪","1994-09-10(多伦多电影节),1994-10-14(美国)",142分钟,https://movie.douban.com/subject/1292052/
